Transaction, Victim Sender, Victim Receiver, Attacked Contract, Attacked Function, Error
0xef52429e570a5b43d25eef700447c4504492475a6026731443d67cc34fec6fae, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x398ec7346dcd622edc5ae82352f02be94c62d119, execute, Failed to get attacked function from relayed transaction
0x389452a65100bc2fbbdbec404f2854084eb648abdbd9f21e9a173ec34315cb37, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, safeWipe, 
0x8bf8c57ba472f0d605d58e61aa6f03c1fe48f524f889ae19dae8610c9f015824, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x5aa06926b35a22890bd434aa42f4c490dabfbaa28b6170863bd07d34258c7bd4, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, safeLockETH, 
0xf7287215c84bec835628384cc1ae43cd369bcbff5e44590e46a1f43301d4ce4f, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x9dee2d1a96ef7327d2bf28f9d04eda9cdd2d2d73e25ec89675492ad38f935cfc, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f, execute, Failed to get attacked function from relayed transaction
0x93e7ee7335615e5e4a4da6565aa14c3f1257fee9ac031d5681610eed651ff80a, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x6f400810b62df8e13fded51be75ff5393eaa841f, withdraw, 
0x5825be7ea944c4b5f712ae9a2d2492242d5d6fdb1f1c5e985713931093526497, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactETHForTokens, 
0x6821e159f57c1ad56717470823f92b8ec969f8f08269e48b7e0cd2cfa223cc86, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x67933cccf3f6b40148271f5e7b5408fd1d5b2837, 0x11111254369792b2ca5d084ab5eea397ca8fa48b, swap, 
0xe693a218b2b8d245dbf0dd6694fdb2577f1248740dcfd69ab74a225f8d1ab94d, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x8c703b0f310411135adab44be6b15965ed54d4538faaa73943bb88e136c81daf, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x552dc7bb730ad3c7b42938d18465c13db11760c8f5eb07cde2db321a2c68fdf9, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x398ec7346dcd622edc5ae82352f02be94c62d119, execute, Failed to get attacked function from relayed transaction
0x25d5f7653d73f0d96d7ccba5fecadc5fe1f98054efb7f6490d23aa044890a539, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x93054188d876f558f4a66b2ef1d97d16edf0895b, add_liquidity, 
0x1b4cb219bb33daf32889533953752aaf790b5538bfb0dc56e862b2fcdcf27ad3, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x58e6b21933372696b454ecd904bcc89428233d710790482289ffee2e34181f34, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x11111254369792b2ca5d084ab5eea397ca8fa48b, swap, 
0x2126da8785697897fb667c874baccb8240b715c36a5df27e701acd3d127a919c, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x67933cccf3f6b40148271f5e7b5408fd1d5b2837, 0x11111254369792b2ca5d084ab5eea397ca8fa48b, swap, 
0x806f0cd67f1f61c12dc980eac22b1e328de0efdf06baba5afc67c3d8acf036a2, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xb977ee318010a5252774171494a1bcb98e7fab65, execute, Contract source code not verified
0xf68b78a051229330a8e533b4122810847c23b3d36f3972151cbc41d277c99a2a, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x818e6fecd516ecc3849daf6845e3ec868087b755, tradeWithHint, 
0x4b845e5a2dcd4586a3b9f76b7cfb188f0dbf7339cce81dcfec2a2fcc021a189b, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0xfd37571baa8d4ce2fcf693f04da793558a21f8349dda80b967d221b1014f73a5, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x11111254369792b2ca5d084ab5eea397ca8fa48b, swap, 
0xe8b9c05c9a4417933211bdf5eafbea1998e846849b7e8a8c207c595db4c782f7, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, addLiquidityETH, 
0xf4b314e46bdf7778bea44e593649198c81b408f6a39e3b2485281736371202dd, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, addLiquidityETH, 
0xfc01adbd778646423b5065121ee5b2a20a2f635710b896bf6c464c9b109d5bdd, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x797f232c549026790e8707725dda76da70256fd6, wipe, 
0xfc6650398441a06c365be8c33fa36e5a84b74b990275192674ac4e3bdd3dce9d, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x398ec7346dcd622edc5ae82352f02be94c62d119, execute, Failed to get attacked function from relayed transaction
0x5227dc5c643eb770440199c68798111107cd14215ed57fb2b5d5e6cefeacdf9a, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x797f232c549026790e8707725dda76da70256fd6, freeETH, 
0x8a16359ae4d9a0af7ec1f0be7647a1e5bb6f40c5780465601e7cbe859413fbb7, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xa50d0f016b4820699eb6bd90449e8129bbe31d49, execute, Invalid Address format
0xe67e250cd9cd3bc7a006f939571299f94a256d329e10df30eeb7e91a86979335, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0xcd23f51912ea8fff38815f628277731c25c7fb02, 0x2a1530c4c41db0b0b2bb646cb5eb1a67b7158667, execute, Invalid Address format
0xfd8d474619781c5f2d77108509d8036f7381a7eae9f007c4ab4fe27236127b16, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x0058026327bcbb4a08657e24d2d602ecf0af20460deb8749fe524b876f4c4b2a, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x2b6d87f12b106e1d3fa7137494751566329d1045, 0x91debb54de02872a259c17699d9b794bc949fed2, execute, Invalid Address format
0x82ab1340bd81314827ed1439c003f68441e009572d7f5682e99e09a5c38e6fa7, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xceda8318522d348f1d1aca48b24629b8fbf09020, issueRebalancingSetWrappingEther, 
0x1619d1b1a2ebf9ae264bb264777bf057d9c34ec435c115b3c4e379a39fdd55c3, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, addLiquidityETH, 
0xfb9dbb3c9ea5e88dd8894288ef9e4f364d9687f6d7f11309c9b063c442f424e3, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, safeLockETH, 
0x4048893793eea84b983f14d4fae449dee5bec5bf78c57719050ee04b9ea9560a, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xf164fc0ec4e93095b804a4795bbe1e041497b92a, removeLiquidity, 
0xa16b27f5c22c1d1237e31da2b6072e94d6e67101741a0667011fd68cf11d1806, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, openLockETHAndDraw, 
0x4a027e34bbfc3d200848d9d179e93b1a1abb06412b561994b2fbdd4d1246c0a0, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, wipeAndFreeETH, 
0xeeeb7ee64a463256f5f7d0b9e585407660b95c9679ad7069e2d798975565b399, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x398ec7346dcd622edc5ae82352f02be94c62d119, execute, Failed to get attacked function from relayed transaction
0x5fd25a5e109f06ea676f7de8ae0083f4138b054b8663bedb4f38975052bec8e0, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x6bb1ed404ecca9b8168a2a05150790c1d7323eb2c2a599f4feb948fa333d25ec, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x644f7a834f357ad67f8fbc1242b4f8567784ef19346fdbc53b7fc44b1b16abb5, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xde4a25a0b9589689945d842c5ba0cf4f0d4eb3ac, joinPool, 
0xa3ba9bf9c76671bdbdf597ecfeb5af173e1b44677b4c0432bddb455f469844a7, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xde4a25a0b9589689945d842c5ba0cf4f0d4eb3ac, joinswapExternAmountIn, 
0x221c0be30560605b9f5932b2e5e6cb2efecd2c1090f029e856af6da90c349b02, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xde697ac56b1bd9c0987c08911020f2341e274813, execute, Contract source code not verified
0xb1abb4a799f38d0a7b921817618e7e25afa3d2f8a8a14915daafd9ea4961e580, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, wipeAndFreeGem, 
0x3a51ff1e856dadd048545c20044d7ac2dae39268698014f946902b0cf59993d3, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xa5407eae9ba41422680e2e00537571bcc53efbfd, exchange, 
0x5d2e683fa4090a56cee2941a15f5b93a5e96d4cde63e3ebac132f74c4a620766, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x398ec7346dcd622edc5ae82352f02be94c62d119, execute, Failed to get attacked function from relayed transaction
0x1831e845ff3103e7d1f22edc01d318e2246f3fd0f09df885976bbc4411641449, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x3a3a65aab0dd2a17e3f1947ba16138cd37d08c04, redeem, 
0x8dce024fab5cc3497106cc9782d35b810f8787f11db2d5cbbd4b483d96782239, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x60fac07003ba99d2c46fb928c259cae94c13773bd9fbe5675bc57ea0fed21933, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0xe34fae11059b12a0ed208228797e1af9c896db1a5e6eeda34a4e606a537658b2, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, safeWipeAll, 
0x3226599715eb749e8d003aa7a5b382d2b4ec67809e248edcfe5b1e42f7928d52, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0xcd23f51912ea8fff38815f628277731c25c7fb02, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, openLockGemAndDraw, 
0x6b715b56f8db23083c745e98cdf3da15da149b730be9355d86774eaf7b8693db, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x3a3a65aab0dd2a17e3f1947ba16138cd37d08c04, redeem, 
0x3a0029d7442d00d2a4627bbd97879aa049195cdb9c63ae9143aee2cb956ed039, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x398ec7346dcd622edc5ae82352f02be94c62d119, execute, Failed to get attacked function from relayed transaction
0xe6d5af61ea015998a7455d181e7824aebb632dbdb95d301f9373935ca6a0b371, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x3a3a65aab0dd2a17e3f1947ba16138cd37d08c04, redeem, 
0x7ada79f37d0b8250c67597e4a20a7adec9143ca0fa24712b2552c942a4f449df, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0xcd23f51912ea8fff38815f628277731c25c7fb02, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, safeLockGem, 
0x65cf08350b151acad5d027bdda8ddaf59ea324eaf1cc7ebac645b41c8af50853, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x2b6d87f12b106e1d3fa7137494751566329d1045, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, openLockETHAndDraw, 
0xeae9b7a6585cb175f5a5d518fdb910508211ebf9e3360d67e0377a37e43d44ca, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, wipeAndFreeETH, 
0x62fb65ac5f84d8327fe73653b5134504ddc9948247e87e10c161965367bc1661, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x9d91be44c06d373a8a226e1f3b146956083803eb, redeem, 
0x498556c3e4cb5e0a8908e1e6e138b7356576d60719392f111143f63f6bd721d9, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xceda8318522d348f1d1aca48b24629b8fbf09020, issueRebalancingSetWrappingEther, 
0xf067a186f210e2b5158fc6354769bdff2b55f7a4f13769a6fff769cc18214f90, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x379b4609bdf93b3584cf7b64bc78199cf185f1cd, swapExactETHAndAddLiquidity, 
0x8fe319f954e93132a39d0bcb57756dc38c2806a92dcb40778b4b8d27576d768c, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x67933cccf3f6b40148271f5e7b5408fd1d5b2837, 0xceda8318522d348f1d1aca48b24629b8fbf09020, issueRebalancingSetWrappingEther, 
0xa6959c1ef5756ba5d661f87298ecbe161eb03d8152327769272356fee21f7972, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xceda8318522d348f1d1aca48b24629b8fbf09020, issueRebalancingSetWrappingEther, 
0xd5ba9f4cf9b7160348cc9bbf503f54264a542654bf0afd266f619f29dd05e24d, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x31996eb007b3300bbb709143f58b3e41038f2089b81ff47c325cfc6d9bfab502, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, removeLiquidityETH, 
0x8a436170fc0fefca7d8beeeda524ccafded51ca02877129389dab1c9b8c3a880, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0xbd84f81ea04b2c835180cf52811c5ffd7e2187c37652282f0b75945ddfa8604f, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x4573f275a0de71061bddf7e22591a980d4de7162a3f438fc78b35ea47288944a, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xde697ac56b1bd9c0987c08911020f2341e274813, execute, Contract source code not verified
0x91614a31478d610d437ef023b1d3e0a3fa873b9b0c53f7c1ef43af265c0ca131, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x11111254369792b2ca5d084ab5eea397ca8fa48b, swap, 
0xce8638b0b8306f02ce08d177bafb07e9fdb4705e5755f300ac5ce8952550cb7e, 0x4d953115678b15ce0b0396bcf95db68003f86fb5, 0x96de52bcad77da6d76316fdc3ef8a8c8a10eba02, 0x34cfac646f301356faa8b21e94227e3583fe3f5f, execTransaction, 
0x00b84c76b798c466d930d980c3cff8eb870158726711d0add0bc58a004b2a812, 0x4d953115678b15ce0b0396bcf95db68003f86fb5, 0x96de52bcad77da6d76316fdc3ef8a8c8a10eba02, 0x34cfac646f301356faa8b21e94227e3583fe3f5f, execTransaction, 
0xfeea36586be28a36554f45dffcc17d27e63e9eed00996b92e41276692e6c5762, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x11111254369792b2ca5d084ab5eea397ca8fa48b, swap, 
0xf415b598f05324ba7822894fedc7dbce1a3b42002f90d158835f54a390f88386, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xde697ac56b1bd9c0987c08911020f2341e274813, execute, Contract source code not verified
0x52fac148a550c247af8ec2f5c59465f0de0fc9e61517b4aa824a4775aec4ddc2, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x6d70c9e380fa58dd9976814d6990cd2217186110cdbbd9a7a13c8a19a8a54466, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, removeLiquidityETH, 
0xaa5aaa106183834ed7ccb0d0cc99b634e6bd473398c67f80cc29b37b5c7383d2, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x205cf0bbb7bd50a568288ee4a5960068d57fa94245a044a03c6d5817921fae5e, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, removeLiquidityETH, 
0x9cc6e73a40e263efc6e4a67dab1ed9aa55423ca4aaf8d264e8b3478aef33141a, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x67933cccf3f6b40148271f5e7b5408fd1d5b2837, 0xceda8318522d348f1d1aca48b24629b8fbf09020, issueRebalancingSetWrappingEther, 
0x325c2528eec546acd0c6e11cf33b73e46e66a407d42c0e27eb91386403b923e1, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x11111254369792b2ca5d084ab5eea397ca8fa48b, swap, 
0xa5a64740423f4e1a9530f7e17b2336818c51b08754064491fc0b353bd8c9a9c9, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x5be54b31af6900a27e7f21502717ac5b5ad217b13f656dfce7cbfbeef884bd48, 0x3046a9743a1b8d967f2ddb014e341b0eca41c191, 0x1200563cfaeb481e1f0542a246f0cefcde4c4753, 0x1200563cfaeb481e1f0542a246f0cefcde4c4753, , Contract source code not verified
0xe3fc0fb2f3af3cf9bc7caf83c563a16d35dd6c4fa43d5009421f04f26b91f3ec, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xbcc492df37bd4ec651d46d72230e340c9ec1950c, swapExactETHAndAddLiquidity, 
0x77349774e277b60ecaeeb9a330593a4da4af26f08866bfdeb207af55ad87ca66, 0x4d953115678b15ce0b0396bcf95db68003f86fb5, 0x83eccc4f1c95cfad27e9ed7227208e20ad371700, 0x34cfac646f301356faa8b21e94227e3583fe3f5f, execTransaction, 
0x3789c9dc3ce03cd3af49ec463b21246a38ab41c8825705faed9e0091d3fca5d5, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xa7c36ef18e77ad34c80fcbdbe10455e64d01116c, execute, Contract source code not verified
0x4e48530e4e6811565e398ebe5598e75dd1ff93d3303bd97f6a12283d932749cd, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xa7c36ef18e77ad34c80fcbdbe10455e64d01116c, execute, Contract source code not verified
0x551d5d91f5df78d69c55bcf168c7e7c2c4f4823c0386aa26ece89fbd932c86e9, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xdef1c0ded9bec7f1a1670819833240f027b25eff, execute, Failed to get attacked function from relayed transaction
0xfd926d227c9316916a18abaac6dec8f15b04ad6483a6593ea3f44e5e62878d9e, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038, safeLockETH, 
0x94806aac68171c10b6a806c56e5060e34f13a348c84f2bc363b4dce6be52a773, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x11111254369792b2ca5d084ab5eea397ca8fa48b, swap, 
0xe681317e6dbbe56cf8962288086b65eab0b5208b02e2eb9034aeb7e67979e55a, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactETHForTokens, 
0x7c18cf768ca6c6de776cca2edfdac34b656870dc4617d77ac50744c0eb0a6ae0, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0x6ff282336c6bef9d0741e26c5221e9e5002228141f98c7e88a789a5a9ad6ac89, 0xf27696c8bca7d54d696189085ae1283f59342fa6, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, swapExactTokensForETH, 
0xd4bb8dbd9f5b4a968425bb02c0154eaa9631d4b6299c5c3d53aae13f3880206c, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xf164fc0ec4e93095b804a4795bbe1e041497b92a, swapExactETHForTokens, 
0xf2de9a60483ba60092c467b1e8555622ac0b147eefed2fbff1a3f5214950cb29, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x7a250d5630b4cf539739df2c5dacb4c659f2488d, addLiquidityETH, 
0x39672876ab37df3b727dfe4b7578481bbfee75e21144e689bf83c2d57d01e66d, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xeb21209ae4c2c9ff2a86aca31e123764a3b6bc06, add_liquidity, 
0xef6c128e7d27cf5ad117d7055d72f261944fc9e2249b565239079bcb6406ed1f, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x2b6d87f12b106e1d3fa7137494751566329d1045, 0xa5407eae9ba41422680e2e00537571bcc53efbfd, exchange, 
0xf09c546a5ae143deb8867c3abafa255fb480b757c85c0b7e91ce39278e330e94, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xeb21209ae4c2c9ff2a86aca31e123764a3b6bc06, add_liquidity, 
0x416eb8ac6317c0d70c669b03dacc296d0d144a53c60be4987921fef0e6ed5d23, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0x11111254369792b2ca5d084ab5eea397ca8fa48b, swap, 
0x3119b025dc5bf9f7f4405575845a26a859697518c751d40d4764c07a6a915824, 0xdd5a1c148ca114af2f4ebc639ce21fed4730a608, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xff27d729a762516f7b0a7d45ed12273f38e44a17, execute, Contract source code not verified
0x038bfff19c231b509cd0d8608e8968bfd57b046ac43972071ca7f632a637b5c2, 0x0385b3f162a0e001b60ecb84d3cb06199d78f666, 0x103675510a219bd84ce91d1bcb82ca194d665a09, 0xceda8318522d348f1d1aca48b24629b8fbf09020, issueRebalancingSetWrappingEther, 
