Transaction, Token Contract, Token Address
0x6fe3ecfb1e8f4bd64494d6b96548142b1dc812610fda52ee658b52370606e630, 0x6b175474e89094c44da98b954eedeac495271d0f, Dai Stablecoin (DAI)
0x1e46eb6f33e4cd5cdbe88e97ca190de42615f8f040d34e8298a5075c5fc3a28d, 0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f, Synthetix Network Token (SNX)
0xac2a5b618f242c8f4c10499681b0dd4a9146cb1bbae98d3e97da835e93ec7e78, 0x6b175474e89094c44da98b954eedeac495271d0f, Dai Stablecoin (DAI)
0xddd5fb0261783de0c308f31dc5add88c37ac12c6a94fb8785f0ccb4799021c74, 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599, Wrapped BTC (WBTC)
0xc74467197cfd91cb5847b6119d64fcfb65930b69c118874c9e2e2deda4523844, 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599, Wrapped BTC (WBTC)
0xc74467197cfd91cb5847b6119d64fcfb65930b69c118874c9e2e2deda4523844, 0xeb4c2781e4eba804ce9a9803c67d0893436bb27d, renBTC (renBTC)
0x4391ae41f71f020b0e658e234eeb76e46e6025720db4ae57f6155d6c84d47f07, 0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f, Synthetix Network Token (SNX)
0x8f41d83ec9bda50a1367d9309f63350d7ce02efe8bc86cf8b32be76a286950ab, 0xdac17f958d2ee523a2206206994597c13d831ec7, Tether USD (USDT)
0x8f41d83ec9bda50a1367d9309f63350d7ce02efe8bc86cf8b32be76a286950ab, 0x6b175474e89094c44da98b954eedeac495271d0f, Dai Stablecoin (DAI)
0xcc85c208244ca75c6dcf8cab47e0cc6d79ccad12d961e163fd221c64c97db862, 0xb4efd85c19999d84251304bda99e90b92300bd93, Rocket Pool (RPL)
0xf8e45b37685d78112c014d5e3116a5c366acc23801146bad16a4cc87d469f12c, 0xdac17f958d2ee523a2206206994597c13d831ec7, Tether USD (USDT)
0xf9cd485d6b0cb178b2d426d31f57a8db26c20c740e51c307f95ed9e73955bf19, 0xdac17f958d2ee523a2206206994597c13d831ec7, Tether USD (USDT)
0xe42855a59ea2e6d65d99f2f1b1d70feef3bf306b9de8dcaaa653f2804a26b6b6, 0xdac17f958d2ee523a2206206994597c13d831ec7, Tether USD (USDT)
0x2f34342f2be3f59bd5ee1d59d11fad7f1103437055dafa2261a3deb18ecff5cd, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, USD Coin (USDC)
0xa81b4b22422712a8e33bec14706c5cf1b9cb436b06143f9387fc6a6efaf0f32a, 0x6b3595068778dd592e39a122f4f5a5cf09c90fe2, SushiToken (SUSHI)
